date,material,material_group,material_division,plant,plant_group,sales_office,sales_office_group,historic_sales_12_free_stock_in_tons,historic_sales_12_contracts_in_tons,historic_sales_12_scheduling_agreement_in_tons,historic_sales_24_free_stock_in_tons,historic_sales_24_contracts_in_tons,historic_sales_24_scheduling_agreement_in_tons,sales_free_stock_in_tons,sales_contracts_in_tons,sales_scheduling_agreement_in_tons,historic_inventory_12_free_stock_in_tons,historic_inventory_24_free_stock_in_tons
2026-12-01,12349,145,135,28,21,65,118,0.086,0.0,0.0,0.0,0.0,0.0,0.08600000000000001,0.0,0.0,6.942418717703348,0.0
2026-12-01,12349,145,135,28,21,68,117,0.123,0.0,0.0,1.204,0.0,0.0,0.12299999999999989,0.0,0.0,9.929273282296652,9.92454
2027-01-01,12349,145,135,28,21,65,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-01-01,12349,145,135,28,21,68,117,5.5760000000000005,0.0,0.0,1.239,0.0,0.0,5.5759999999999845,0.0,0.0,11.302875,17.816562
2027-02-01,12349,145,135,28,21,65,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-02-01,12349,145,135,28,21,68,117,0.512,0.0,0.0,0.289,0.0,0.0,0.5119999999999995,0.0,0.0,6.7795190000000005,17.611205
2027-03-01,12349,145,135,28,21,65,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-03-01,12349,145,135,28,21,68,117,1.63,0.0,0.0,2.27,0.0,0.0,1.629999999999999,0.0,0.0,4.276115,12.94257429312581
2027-04-01,12349,145,135,28,21,65,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-04-01,12349,145,135,28,21,68,117,0.987,0.0,0.0,0.71,0.0,0.0,0.9869999999999983,0.0,0.0,1.9451005114006517,6.414611999999999
2027-05-01,12349,145,135,28,21,65,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-05-01,12349,145,135,28,21,68,117,0.903,0.0,0.0,0.0,0.0,0.0,0.9030000000000002,0.0,0.0,3.375615,0.0
2026-06-01,12349,145,135,30,25,76,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-01,12349,145,135,30,25,76,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-01,12349,145,135,30,25,76,113,0.992,0.0,0.0,0.0,0.0,0.0,0.8928,0.0,0.0,8.696233,0.0
2026-09-01,12349,145,135,30,25,76,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-10-01,12349,145,135,30,25,76,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-11-01,12349,145,135,30,25,76,113,0.0,0.0,0.0,1.032,0.0,0.0,0.0,0.0,0.0,0.0,3.91064
2026-12-01,12349,145,135,30,25,76,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-01-01,12349,145,135,30,25,76,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-02-01,12349,145,135,30,25,76,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-03-01,12349,145,135,30,25,76,113,1.064,0.0,0.0,4.327,0.0,0.0,1.0639999999999998,0.0,0.0,3.273107,7.98859
2027-04-01,12349,145,135,30,25,76,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-05-01,12349,145,135,30,25,76,113,0.0,0.0,0.0,0.371,0.0,0.0,0.0,0.0,0.0,0.0,12.578509999999998
2026-06-01,12350,145,135,30,25,68,117,1.419,0.0,0.0,0.043,0.0,0.0,1.2771,0.0,0.0,0.0,0.0
2026-06-01,12350,145,135,30,25,69,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01,12350,145,135,30,25,76,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-01,12350,145,135,30,25,68,117,1.204,0.0,0.0,0.0,0.0,0.0,1.0836,0.0,0.0,0.6714731578947369,0.0
2026-07-01,12350,145,135,30,25,69,117,0.43,0.0,0.0,0.0,0.0,0.0,0.387,0.0,0.0,0.23981184210526316,0.0
2026-07-01,12350,145,135,30,25,76,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-01,12350,145,135,30,25,68,117,0.086,0.0,0.0,0.0,0.0,0.0,0.0774,0.0,0.0,0.010104536585365854,0.0
2026-08-01,12350,145,135,30,25,69,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-01,12350,145,135,30,25,76,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-09-01,12350,145,135,30,25,68,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-09-01,12350,145,135,30,25,69,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-09-01,12350,145,135,30,25,76,113,0.208,0.0,0.0,0.0,0.0,0.0,0.1872,0.0,0.0,0.0,0.0
2026-10-01,12350,145,135,30,25,68,117,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,7.078462
2026-10-01,12350,145,135,30,25,69,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-10-01,12350,145,135,30,25,76,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-11-01,12350,145,135,30,25,68,117,1.118,0.0,0.0,1.247,0.0,0.0,1.1179999999999986,0.0,0.0,6.163234260344828,5.885
2026-11-01,12350,145,135,30,25,69,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-11-01,12350,145,135,30,25,76,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-12-01,12350,145,135,30,25,68,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-12-01,12350,145,135,30,25,69,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-12-01,12350,145,135,30,25,76,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-01-01,12350,145,135,30,25,68,117,2.1500000000000004,0.0,0.0,0.0,0.0,0.0,2.1499999999999946,0.0,0.0,1.8485495004282044,0.0
2027-01-01,12350,145,135,30,25,69,117,0.731,0.0,0.0,1.505,0.0,0.0,0.7309999999999995,0.0,0.0,0.6285068301455896,3.4209131249999998
2027-01-01,12350,145,135,30,25,76,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-02-01,12350,145,135,30,25,68,117,1.6340000000000001,0.0,0.0,0.129,0.0,0.0,1.6339999999999983,0.0,0.0,0.22407176053215075,0.5519456470588235
2027-02-01,12350,145,135,30,25,69,117,0.0,0.0,0.0,0.38699999999999996,0.0,0.0,0.0,0.0,0.0,0.0,1.6558369411764706
2027-02-01,12350,145,135,30,25,76,113,1.072,0.0,0.0,0.0,0.0,0.0,1.0719999999999998,0.0,0.0,0.14700423946784924,0.0
2027-03-01,12350,145,135,30,25,68,117,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.8057271838111298
2027-03-01,12350,145,135,30,25,69,117,0.0,0.0,0.0,0.258,0.0,0.0,0.0,0.0,0.0,0.0,0.4834363102866779
2027-03-01,12350,145,135,30,25,76,113,0.33,0.0,0.0,0.412,0.0,0.0,0.32999999999999996,0.0,0.0,0.041229999999999996,0.7719990691399662
2027-04-01,12350,145,135,30,25,68,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-04-01,12350,145,135,30,25,69,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-04-01,12350,145,135,30,25,76,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-05-01,12350,145,135,30,25,68,117,3.311,0.0,0.0,0.301,0.0,0.0,3.311000000000001,0.0,0.0,0.0,1.0911623333333331
2027-05-01,12350,145,135,30,25,69,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-05-01,12350,145,135,30,25,76,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01,12352,145,135,28,21,68,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-01,12352,145,135,28,21,68,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-01,12352,145,135,28,21,68,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-09-01,12352,145,135,28,21,68,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-10-01,12352,145,135,28,21,68,117,0.602,0.0,0.0,0.0,0.0,0.0,0.6019999999999994,0.0,0.0,2.8811430000000002,0.0
2026-11-01,12352,145,135,28,21,68,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-12-01,12352,145,135,28,21,68,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-01-01,12352,145,135,28,21,68,117,0.043,0.0,0.0,0.0,0.0,0.0,0.04299999999999988,0.0,0.0,7.322072,0.0
2027-02-01,12352,145,135,28,21,68,117,1.15,0.0,0.0,0.0,0.0,0.0,1.1499999999999988,0.0,0.0,4.721072,0.0
2027-03-01,12352,145,135,28,21,68,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-04-01,12352,145,135,28,21,68,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-05-01,12352,145,135,28,21,68,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01,12352,145,135,30,25,68,117,0.0,0.0,0.0,1.075,0.0,0.0,0.0,0.0,0.0,0.0,0.6743427631578948
2026-06-01,12352,145,135,30,25,69,117,0.0,0.0,0.0,0.5589999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.3506582368421053
2026-07-01,12352,145,135,30,25,68,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-01,12352,145,135,30,25,69,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-01,12352,145,135,30,25,68,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-01,12352,145,135,30,25,69,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-09-01,12352,145,135,30,25,68,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-09-01,12352,145,135,30,25,69,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-10-01,12352,145,135,30,25,68,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-10-01,12352,145,135,30,25,69,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-11-01,12352,145,135,30,25,68,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-11-01,12352,145,135,30,25,69,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-12-01,12352,145,135,30,25,68,117,0.0,0.0,0.0,2.408,0.0,0.0,0.0,0.0,0.0,0.0,6.873000000000001
2026-12-01,12352,145,135,30,25,69,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-01-01,12352,145,135,30,25,68,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-01-01,12352,145,135,30,25,69,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-02-01,12352,145,135,30,25,68,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-02-01,12352,145,135,30,25,69,117,0.086,0.0,0.0,0.0,0.0,0.0,0.08599999999999992,0.0,0.0,0.7147228564742588,0.0
2027-03-01,12352,145,135,30,25,68,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-03-01,12352,145,135,30,25,69,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-04-01,12352,145,135,30,25,68,117,0.043,0.0,0.0,0.0,0.0,0.0,0.04299999999999993,0.0,0.0,0.026815579913809257,0.0
2027-04-01,12352,145,135,30,25,69,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-05-01,12352,145,135,30,25,68,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-05-01,12352,145,135,30,25,69,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01,12353,145,135,3,23,69,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-01-01,12295,145,135,13,23,76,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-02-01,12295,145,135,13,23,66,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-02-01,12295,145,135,13,23,68,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-02-01,12295,145,135,13,23,69,117,2.4,0.0,0.0,7.043422,0.0,0.0,2.399999999999998,0.0,0.0,6.461746492659054,9.31222692368319
2027-02-01,12295,145,135,13,23,76,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-03-01,12295,145,135,13,23,66,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-03-01,12295,145,135,13,23,68,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-03-01,12295,145,135,13,23,69,117,2.787,0.0,0.0,0.645,0.0,0.0,2.7870000000000013,0.0,0.0,7.8723056681383365,8.548073911882511
2027-03-01,12295,145,135,13,23,76,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-04-01,12295,145,135,13,23,66,118,0.517,0.0,0.0,0.0,0.0,0.0,0.5170000000000001,0.0,0.0,3.4498951205298014,0.0
2027-04-01,12295,145,135,13,23,68,117,0.0,0.0,0.0,0.258,0.0,0.0,0.0,0.0,0.0,0.0,2.170024599961811
2027-04-01,12295,145,135,13,23,69,117,1.748,0.0,0.0,0.7634,0.0,0.0,1.7479999999999984,0.0,0.0,11.664248879470199,6.420917750429637
2027-04-01,12295,145,135,13,23,76,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-05-01,12295,145,135,13,23,66,118,0.0,0.0,0.0,0.521,0.0,0.0,0.0,0.0,0.0,0.0,0.15761136165557219
2027-05-01,12295,145,135,13,23,68,117,0.0,0.0,0.0,0.569,0.0,0.0,0.0,0.0,0.0,0.0,0.17213217808449244
2027-05-01,12295,145,135,13,23,69,117,1.562,0.0,0.0,3.1084570000000005,0.0,0.0,1.562,0.0,0.0,17.377286,0.9403611140456718
2027-05-01,12295,145,135,13,23,76,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01,12295,145,135,28,21,65,118,0.026,0.0,0.0,0.0,0.0,0.0,0.0234,0.0,0.0,0.10113923314606744,0.0
2026-06-01,12295,145,135,28,21,68,117,2.11,0.0,0.0,0.0,0.0,0.0,1.899,0.0,0.7142857142857143,8.207837766853935,0.0
2026-07-01,12295,145,135,28,21,65,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-01,12295,145,135,28,21,68,117,7.519999999999999,0.0,0.0,1.9620000000000002,0.0,0.0,6.768,0.0,0.7142857142857143,2.26131462496687,0.737324
2026-08-01,12295,145,135,28,21,65,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-01,12295,145,135,28,21,68,117,0.754,0.0,0.0,2.396,0.0,0.0,0.6786,0.0,0.7142857142857143,1.5288140000000001,0.024582
2026-09-01,12295,145,135,28,21,65,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-09-01,12295,145,135,28,21,68,117,2.976,0.0,0.0,3.464,0.0,0.0,2.6784000000000003,0.0,0.7142857142857143,2.612813,4.0425819999999995
2026-10-01,12295,145,135,28,21,65,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-10-01,12295,145,135,28,21,68,117,0.808,0.0,0.0,1.6450000000000002,0.0,0.0,0.8079999999999992,0.0,0.7142857142857143,0.073953,10.428700000000001
2026-11-01,12295,145,135,28,21,65,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-11-01,12295,145,135,28,21,68,117,2.685,0.0,0.0,1.449,0.0,0.0,2.6849999999999956,0.0,0.7142857142857143,2.2735529999999997,12.213095846102599
2026-12-01,12295,145,135,28,21,65,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-12-01,12295,145,135,28,21,68,117,0.53,0.0,0.0,0.6970000000000001,0.0,0.0,0.5299999999999996,0.0,0.7142857142857143,5.647957,12.024718
2027-01-01,12295,145,135,28,21,65,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-01-01,12295,145,135,28,21,68,117,7.539999999999999,0.0,0.0,2.5290000000000004,0.0,0.0,7.53999999999998,0.0,0.0,7.7966809999999995,8.445703
2027-02-01,12295,145,135,28,21,65,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-02-01,12295,145,135,28,21,68,117,1.187,0.0,0.0,0.8260000000000001,0.0,0.0,1.186999999999999,0.0,0.0,8.237824,7.777306999999999
2027-03-01,12295,145,135,28,21,65,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-03-01,12295,145,135,28,21,68,117,3.26,0.0,0.0,2.2039999999999997,0.0,0.0,3.259999999999998,0.0,0.0,5.171377000000001,12.071299999999999
2027-04-01,12295,145,135,28,21,65,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-04-01,12295,145,135,28,21,68,117,0.871,0.0,0.0,0.285,0.0,0.0,0.8709999999999986,0.0,0.0,11.003523999999999,11.921708
2027-05-01,12295,145,135,28,21,65,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-05-01,12295,145,135,28,21,68,117,0.774,0.0,0.0,1.781,0.0,0.0,0.7740000000000002,0.0,0.0,10.261,11.25786
2026-06-01,12295,145,135,30,25,76,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-01,12295,145,135,30,25,76,113,0.248,0.0,0.0,0.0,0.0,0.0,0.2232,0.0,0.0,12.781137000000001,0.0
2026-08-01,12295,145,135,30,25,76,113,1.237,0.0,0.0,0.0,0.0,0.0,1.1133,0.0,0.0,8.635042,0.0
2026-09-01,12295,145,135,30,25,76,113,0.372,0.0,0.0,0.0,0.0,0.0,0.3348,0.0,0.0,1.6784104811320752,0.0
2026-10-01,12295,145,135,30,25,76,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-11-01,12295,145,135,30,25,76,113,0.0,0.0,0.0,4.462,0.0,0.0,0.0,0.0,0.0,0.0,10.9677769456328
2026-12-01,12295,145,135,30,25,76,113,0.493,0.0,0.0,0.0,0.0,0.0,0.4930000000000001,0.0,0.0,13.085139506743737,0.0
2027-01-01,12295,145,135,30,25,76,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-02-01,12295,145,135,30,25,76,113,0.0,0.0,0.0,1.164,0.0,0.0,0.0,0.0,0.0,0.0,11.043915
2027-03-01,12295,145,135,30,25,76,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-04-01,12295,145,135,30,25,76,113,0.367,0.0,0.0,1.17,0.0,0.0,0.36699999999999977,0.0,0.0,23.3508,19.825812999999997
2027-05-01,12295,145,135,30,25,76,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01,12296,145,135,30,25,65,118,0.516,0.0,0.0,0.0,0.0,0.0,0.46440000000000003,0.0,0.0,1.3598862233567324,0.0
2026-06-01,12296,145,135,30,25,66,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01,12296,145,135,30,25,68,117,0.663,0.0,0.0,0.0,0.0,0.0,0.5967,0.0,0.0,1.74729567070836,0.0
2026-06-01,12296,145,135,30,25,69,117,0.0,0.0,0.0,0.258,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01,12296,145,135,30,25,76,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-01,12296,145,135,30,25,65,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-01,12296,145,135,30,25,66,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-01,12296,145,135,30,25,68,117,1.4609999999999999,0.0,0.0,0.813,0.0,0.0,1.3149,0.0,0.0,0.11253589116607773,0.0
2026-07-01,12296,145,135,30,25,69,117,0.875,0.0,0.0,0.052,0.0,0.0,0.7875,0.0,0.0,0.06739829210836278,0.0
2026-07-01,12296,145,135,30,25,76,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-01,12296,145,135,30,25,65,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-01,12296,145,135,30,25,66,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-01,12296,145,135,30,25,68,117,0.207,0.0,0.0,0.052,0.0,0.0,0.1863,0.0,0.0,0.0,0.0
2026-08-01,12296,145,135,30,25,69,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-01,12296,145,135,30,25,76,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-09-01,12296,145,135,30,25,65,118,0.517,0.0,0.0,0.0,0.0,0.0,0.46530000000000005,0.0,0.0,0.5436870032444122,0.0
2026-09-01,12296,145,135,30,25,66,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-09-01,12296,145,135,30,25,68,117,0.026,0.0,0.0,1.182,0.0,0.0,0.0234,0.0,0.0,0.027342093006488818,0.0
2026-09-01,12296,145,135,30,25,69,117,0.996,0.0,0.0,0.129,0.0,0.0,0.8964,0.0,0.0,1.0474124859408793,0.0
2026-09-01,12296,145,135,30,25,76,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-10-01,12296,145,135,30,25,65,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-10-01,12296,145,135,30,25,66,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-10-01,12296,145,135,30,25,68,117,0.0,0.0,0.0,0.052,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-10-01,12296,145,135,30,25,69,117,0.026,0.0,0.0,0.0,0.0,0.0,0.026,0.0,0.0,0.20891416,0.0
2026-10-01,12296,145,135,30,25,76,113,0.374,0.0,0.0,0.0,0.0,0.0,0.37400000000000005,0.0,0.0,3.0051498399999996,0.0
2026-11-01,12296,145,135,30,25,65,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-11-01,12296,145,135,30,25,66,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-11-01,12296,145,135,30,25,68,117,0.0,0.0,0.0,0.723,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-11-01,12296,145,135,30,25,69,117,1.006,0.0,0.0,0.0,0.0,0.0,1.0059999999999993,0.0,0.0,1.5349796734421859,0.0
2026-11-01,12296,145,135,30,25,76,113,1.479,0.0,0.0,0.0,0.0,0.0,1.4789999999999996,0.0,0.0,2.25669476841053,0.0
2026-12-01,12296,145,135,30,25,65,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-12-01,12296,145,135,30,25,66,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-12-01,12296,145,135,30,25,68,117,0.026,0.0,0.0,0.328,0.0,0.0,0.025999999999999975,0.0,0.0,0.13958574907749077,0.0
2026-12-01,12296,145,135,30,25,69,117,0.516,0.0,0.0,0.0,0.0,0.0,0.5160000000000003,0.0,0.0,2.7702402509225093,0.0
2026-12-01,12296,145,135,30,25,76,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-01-01,12296,145,135,30,25,65,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-01-01,12296,145,135,30,25,66,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-01-01,12296,145,135,30,25,68,117,1.076,0.0,0.0,1.024,0.0,0.0,1.0759999999999972,0.0,0.0,0.9686952539601431,0.0
2027-01-01,12296,145,135,30,25,69,117,2.838,0.0,0.0,0.0,0.0,0.0,2.8379999999999987,0.0,0.0,2.554978746039857,0.0
2027-01-01,12296,145,135,30,25,76,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-02-01,12296,145,135,30,25,65,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-02-01,12296,145,135,30,25,66,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-02-01,12296,145,135,30,25,68,117,0.13,0.0,0.0,0.5680000000000001,0.0,0.0,0.12999999999999987,0.0,0.0,0.10744453185595568,0.0
2027-02-01,12296,145,135,30,25,69,117,0.155,0.0,0.0,0.0,0.0,0.0,0.1549999999999999,0.0,0.0,0.12810694182825483,0.0
2027-02-01,12296,145,135,30,25,76,113,2.293,0.0,0.0,0.0,0.0,0.0,2.2929999999999993,0.0,0.0,1.8951562426592798,0.0
2027-03-01,12296,145,135,30,25,65,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-03-01,12296,145,135,30,25,66,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
